STATISTIC,Statistic Label,Week,Year,C03132V03784,Luas Line,UNIT,VALUE
TII03C01,Passenger Journeys,34,2021,-,All Luas lines,Number,462372
TII03C01,Passenger Journeys,34,2021,1,Red line,Number,239564
TII03C01,Passenger Journeys,34,2021,2,Green line,Number,222808
TII03C01,Passenger Journeys,35,2021,-,All Luas lines,Number,456687
TII03C01,Passenger Journeys,35,2021,1,Red line,Number,230456
TII03C01,Passenger Journeys,35,2021,2,Green line,Number,226231
TII03C01,Passenger Journeys,36,2021,-,All Luas lines,Number,490349
TII03C01,Passenger Journeys,36,2021,1,Red line,Number,245380
TII03C01,Passenger Journeys,36,2021,2,Green line,Number,244968
TII03C01,Passenger Journeys,37,2021,-,All Luas lines,Number,505786
TII03C01,Passenger Journeys,37,2021,1,Red line,Number,249168
TII03C01,Passenger Journeys,37,2021,2,Green line,Number,256618
TII03C01,Passenger Journeys,38,2021,-,All Luas lines,Number,552233
TII03C01,Passenger Journeys,38,2021,1,Red line,Number,268040
TII03C01,Passenger Journeys,38,2021,2,Green line,Number,284193
TII03C01,Passenger Journeys,39,2021,-,All Luas lines,Number,551254
TII03C01,Passenger Journeys,39,2021,1,Red line,Number,270932
TII03C01,Passenger Journeys,39,2021,2,Green line,Number,280322
TII03C01,Passenger Journeys,40,2021,-,All Luas lines,Number,592664
TII03C01,Passenger Journeys,40,2021,1,Red line,Number,290380
TII03C01,Passenger Journeys,40,2021,2,Green line,Number,302283
TII03C01,Passenger Journeys,41,2021,-,All Luas lines,Number,575688
TII03C01,Passenger Journeys,41,2021,1,Red line,Number,262502
TII03C01,Passenger Journeys,41,2021,2,Green line,Number,313186
TII03C01,Passenger Journeys,42,2021,-,All Luas lines,Number,606775
TII03C01,Passenger Journeys,42,2021,1,Red line,Number,301424
TII03C01,Passenger Journeys,42,2021,2,Green line,Number,305350
TII03C01,Passenger Journeys,43,2021,-,All Luas lines,Number,546048
TII03C01,Passenger Journeys,43,2021,1,Red line,Number,279174
TII03C01,Passenger Journeys,43,2021,2,Green line,Number,266874
TII03C01,Passenger Journeys,44,2021,-,All Luas lines,Number,616810
TII03C01,Passenger Journeys,44,2021,1,Red line,Number,308166
TII03C01,Passenger Journeys,44,2021,2,Green line,Number,308644
TII03C01,Passenger Journeys,45,2021,-,All Luas lines,Number,630247
TII03C01,Passenger Journeys,45,2021,1,Red line,Number,310262
TII03C01,Passenger Journeys,45,2021,2,Green line,Number,319985
TII03C01,Passenger Journeys,46,2021,-,All Luas lines,Number,617761
TII03C01,Passenger Journeys,46,2021,1,Red line,Number,306977
TII03C01,Passenger Journeys,46,2021,2,Green line,Number,310783
TII03C01,Passenger Journeys,47,2021,-,All Luas lines,Number,613392
TII03C01,Passenger Journeys,47,2021,1,Red line,Number,309178
TII03C01,Passenger Journeys,47,2021,2,Green line,Number,304214
TII03C01,Passenger Journeys,48,2021,-,All Luas lines,Number,597259
TII03C01,Passenger Journeys,48,2021,1,Red line,Number,300053
TII03C01,Passenger Journeys,48,2021,2,Green line,Number,297205
TII03C01,Passenger Journeys,49,2021,-,All Luas lines,Number,550174
TII03C01,Passenger Journeys,49,2021,1,Red line,Number,281430
TII03C01,Passenger Journeys,49,2021,2,Green line,Number,268744
TII03C01,Passenger Journeys,50,2021,-,All Luas lines,Number,649573
TII03C01,Passenger Journeys,50,2021,1,Red line,Number,327777
TII03C01,Passenger Journeys,50,2021,2,Green line,Number,321796
TII03C01,Passenger Journeys,51,2021,-,All Luas lines,Number,403994
TII03C01,Passenger Journeys,51,2021,1,Red line,Number,202322
TII03C01,Passenger Journeys,51,2021,2,Green line,Number,201673
TII03C01,Passenger Journeys,52,2021,-,All Luas lines,Number,278203
TII03C01,Passenger Journeys,52,2021,1,Red line,Number,148925
TII03C01,Passenger Journeys,52,2021,2,Green line,Number,129279
TII03C01,Passenger Journeys,53,2021,-,All Luas lines,Number,
TII03C01,Passenger Journeys,53,2021,1,Red line,Number,
TII03C01,Passenger Journeys,53,2021,2,Green line,Number,
TII03C01,Passenger Journeys,1,2022,-,All Luas lines,Number,345593
TII03C01,Passenger Journeys,1,2022,1,Red line,Number,184047
TII03C01,Passenger Journeys,1,2022,2,Green line,Number,161546
TII03C01,Passenger Journeys,2,2022,-,All Luas lines,Number,433914
TII03C01,Passenger Journeys,2,2022,1,Red line,Number,225426
TII03C01,Passenger Journeys,2,2022,2,Green line,Number,208488
TII03C01,Passenger Journeys,3,2022,-,All Luas lines,Number,462831
TII03C01,Passenger Journeys,3,2022,1,Red line,Number,241094
TII03C01,Passenger Journeys,3,2022,2,Green line,Number,221737
TII03C01,Passenger Journeys,4,2022,-,All Luas lines,Number,537929
TII03C01,Passenger Journeys,4,2022,1,Red line,Number,274293
TII03C01,Passenger Journeys,4,2022,2,Green line,Number,263636
TII03C01,Passenger Journeys,5,2022,-,All Luas lines,Number,571873
TII03C01,Passenger Journeys,5,2022,1,Red line,Number,293209
TII03C01,Passenger Journeys,5,2022,2,Green line,Number,278664
TII03C01,Passenger Journeys,6,2022,-,All Luas lines,Number,586898
TII03C01,Passenger Journeys,6,2022,1,Red line,Number,298548
TII03C01,Passenger Journeys,6,2022,2,Green line,Number,288350
TII03C01,Passenger Journeys,7,2022,-,All Luas lines,Number,579835
TII03C01,Passenger Journeys,7,2022,1,Red line,Number,295635
TII03C01,Passenger Journeys,7,2022,2,Green line,Number,284200
TII03C01,Passenger Journeys,8,2022,-,All Luas lines,Number,577293
TII03C01,Passenger Journeys,8,2022,1,Red line,Number,302427
TII03C01,Passenger Journeys,8,2022,2,Green line,Number,274866
TII03C01,Passenger Journeys,9,2022,-,All Luas lines,Number,607075
TII03C01,Passenger Journeys,9,2022,1,Red line,Number,319517
TII03C01,Passenger Journeys,9,2022,2,Green line,Number,287557
TII03C01,Passenger Journeys,10,2022,-,All Luas lines,Number,590952
TII03C01,Passenger Journeys,10,2022,1,Red line,Number,316221
TII03C01,Passenger Journeys,10,2022,2,Green line,Number,274731
TII03C01,Passenger Journeys,11,2022,-,All Luas lines,Number,576609
TII03C01,Passenger Journeys,11,2022,1,Red line,Number,314256
TII03C01,Passenger Journeys,11,2022,2,Green line,Number,262354
TII03C01,Passenger Journeys,12,2022,-,All Luas lines,Number,603392
TII03C01,Passenger Journeys,12,2022,1,Red line,Number,310281
TII03C01,Passenger Journeys,12,2022,2,Green line,Number,293111
TII03C01,Passenger Journeys,13,2022,-,All Luas lines,Number,632821
TII03C01,Passenger Journeys,13,2022,1,Red line,Number,337105
TII03C01,Passenger Journeys,13,2022,2,Green line,Number,295716
TII03C01,Passenger Journeys,14,2022,-,All Luas lines,Number,640207
TII03C01,Passenger Journeys,14,2022,1,Red line,Number,333218
TII03C01,Passenger Journeys,14,2022,2,Green line,Number,306988
TII03C01,Passenger Journeys,15,2022,-,All Luas lines,Number,619031
TII03C01,Passenger Journeys,15,2022,1,Red line,Number,345061
TII03C01,Passenger Journeys,15,2022,2,Green line,Number,273971
TII03C01,Passenger Journeys,16,2022,-,All Luas lines,Number,617520
TII03C01,Passenger Journeys,16,2022,1,Red line,Number,340040
TII03C01,Passenger Journeys,16,2022,2,Green line,Number,277480
TII03C01,Passenger Journeys,17,2022,-,All Luas lines,Number,642988
TII03C01,Passenger Journeys,17,2022,1,Red line,Number,326313
TII03C01,Passenger Journeys,17,2022,2,Green line,Number,316675
TII03C01,Passenger Journeys,18,2022,-,All Luas lines,Number,650527
TII03C01,Passenger Journeys,18,2022,1,Red line,Number,336415
TII03C01,Passenger Journeys,18,2022,2,Green line,Number,314112
TII03C01,Passenger Journeys,19,2022,-,All Luas lines,Number,701703
TII03C01,Passenger Journeys,19,2022,1,Red line,Number,367620
TII03C01,Passenger Journeys,19,2022,2,Green line,Number,334083
TII03C01,Passenger Journeys,20,2022,-,All Luas lines,Number,702050
TII03C01,Passenger Journeys,20,2022,1,Red line,Number,364591
TII03C01,Passenger Journeys,20,2022,2,Green line,Number,337459
TII03C01,Passenger Journeys,21,2022,-,All Luas lines,Number,736455
TII03C01,Passenger Journeys,21,2022,1,Red line,Number,400252
TII03C01,Passenger Journeys,21,2022,2,Green line,Number,336203
TII03C01,Passenger Journeys,22,2022,-,All Luas lines,Number,748966
TII03C01,Passenger Journeys,22,2022,1,Red line,Number,414633
TII03C01,Passenger Journeys,22,2022,2,Green line,Number,334333
TII03C01,Passenger Journeys,23,2022,-,All Luas lines,Number,654577
TII03C01,Passenger Journeys,23,2022,1,Red line,Number,351030
TII03C01,Passenger Journeys,23,2022,2,Green line,Number,303546
TII03C01,Passenger Journeys,24,2022,-,All Luas lines,Number,746758
TII03C01,Passenger Journeys,24,2022,1,Red line,Number,403216
TII03C01,Passenger Journeys,24,2022,2,Green line,Number,343542
TII03C01,Passenger Journeys,25,2022,-,All Luas lines,Number,768947
TII03C01,Passenger Journeys,25,2022,1,Red line,Number,425115
TII03C01,Passenger Journeys,25,2022,2,Green line,Number,343832
TII03C01,Passenger Journeys,26,2022,-,All Luas lines,Number,779963
TII03C01,Passenger Journeys,26,2022,1,Red line,Number,401680
TII03C01,Passenger Journeys,26,2022,2,Green line,Number,378283
TII03C01,Passenger Journeys,27,2022,-,All Luas lines,Number,761521
TII03C01,Passenger Journeys,27,2022,1,Red line,Number,402776
TII03C01,Passenger Journeys,27,2022,2,Green line,Number,358745
TII03C01,Passenger Journeys,28,2022,-,All Luas lines,Number,739605
TII03C01,Passenger Journeys,28,2022,1,Red line,Number,384792
TII03C01,Passenger Journeys,28,2022,2,Green line,Number,354813
TII03C01,Passenger Journeys,29,2022,-,All Luas lines,Number,739584
TII03C01,Passenger Journeys,29,2022,1,Red line,Number,386315
TII03C01,Passenger Journeys,29,2022,2,Green line,Number,353269
TII03C01,Passenger Journeys,30,2022,-,All Luas lines,Number,723458
TII03C01,Passenger Journeys,30,2022,1,Red line,Number,381066
TII03C01,Passenger Journeys,30,2022,2,Green line,Number,342392
TII03C01,Passenger Journeys,31,2022,-,All Luas lines,Number,689408
TII03C01,Passenger Journeys,31,2022,1,Red line,Number,370788
TII03C01,Passenger Journeys,31,2022,2,Green line,Number,318620
TII03C01,Passenger Journeys,32,2022,-,All Luas lines,Number,716924
TII03C01,Passenger Journeys,32,2022,1,Red line,Number,385414
TII03C01,Passenger Journeys,32,2022,2,Green line,Number,331511
TII03C01,Passenger Journeys,33,2022,-,All Luas lines,Number,742734
TII03C01,Passenger Journeys,33,2022,1,Red line,Number,394475
TII03C01,Passenger Journeys,33,2022,2,Green line,Number,348259
TII03C01,Passenger Journeys,34,2022,-,All Luas lines,Number,778106
TII03C01,Passenger Journeys,34,2022,1,Red line,Number,407670
TII03C01,Passenger Journeys,34,2022,2,Green line,Number,370436
TII03C01,Passenger Journeys,35,2022,-,All Luas lines,Number,749341
TII03C01,Passenger Journeys,35,2022,1,Red line,Number,394870
TII03C01,Passenger Journeys,35,2022,2,Green line,Number,354471
TII03C01,Passenger Journeys,36,2022,-,All Luas lines,Number,839027
TII03C01,Passenger Journeys,36,2022,1,Red line,Number,441116
TII03C01,Passenger Journeys,36,2022,2,Green line,Number,397912
TII03C01,Passenger Journeys,37,2022,-,All Luas lines,Number,890854
TII03C01,Passenger Journeys,37,2022,1,Red line,Number,464639
TII03C01,Passenger Journeys,37,2022,2,Green line,Number,426215
TII03C01,Passenger Journeys,38,2022,-,All Luas lines,Number,915330
TII03C01,Passenger Journeys,38,2022,1,Red line,Number,468498
TII03C01,Passenger Journeys,38,2022,2,Green line,Number,446831
TII03C01,Passenger Journeys,39,2022,-,All Luas lines,Number,966770
TII03C01,Passenger Journeys,39,2022,1,Red line,Number,495114
TII03C01,Passenger Journeys,39,2022,2,Green line,Number,471656
TII03C01,Passenger Journeys,40,2022,-,All Luas lines,Number,976883
TII03C01,Passenger Journeys,40,2022,1,Red line,Number,499121
TII03C01,Passenger Journeys,40,2022,2,Green line,Number,477762
TII03C01,Passenger Journeys,41,2022,-,All Luas lines,Number,973313
TII03C01,Passenger Journeys,41,2022,1,Red line,Number,490773
TII03C01,Passenger Journeys,41,2022,2,Green line,Number,482540
TII03C01,Passenger Journeys,42,2022,-,All Luas lines,Number,988465
TII03C01,Passenger Journeys,42,2022,1,Red line,Number,507315
TII03C01,Passenger Journeys,42,2022,2,Green line,Number,481150
TII03C01,Passenger Journeys,43,2022,-,All Luas lines,Number,1024107
TII03C01,Passenger Journeys,43,2022,1,Red line,Number,527175
TII03C01,Passenger Journeys,43,2022,2,Green line,Number,496932
TII03C01,Passenger Journeys,44,2022,-,All Luas lines,Number,892530
TII03C01,Passenger Journeys,44,2022,1,Red line,Number,472903
TII03C01,Passenger Journeys,44,2022,2,Green line,Number,419627
TII03C01,Passenger Journeys,45,2022,-,All Luas lines,Number,1027304
TII03C01,Passenger Journeys,45,2022,1,Red line,Number,530589
TII03C01,Passenger Journeys,45,2022,2,Green line,Number,496715
TII03C01,Passenger Journeys,46,2022,-,All Luas lines,Number,1036079
TII03C01,Passenger Journeys,46,2022,1,Red line,Number,535652
TII03C01,Passenger Journeys,46,2022,2,Green line,Number,500427
TII03C01,Passenger Journeys,47,2022,-,All Luas lines,Number,1039314
TII03C01,Passenger Journeys,47,2022,1,Red line,Number,535559
TII03C01,Passenger Journeys,47,2022,2,Green line,Number,503755
TII03C01,Passenger Journeys,48,2022,-,All Luas lines,Number,1038722
TII03C01,Passenger Journeys,48,2022,1,Red line,Number,547010
TII03C01,Passenger Journeys,48,2022,2,Green line,Number,491713
TII03C01,Passenger Journeys,49,2022,-,All Luas lines,Number,1035628
TII03C01,Passenger Journeys,49,2022,1,Red line,Number,537455
TII03C01,Passenger Journeys,49,2022,2,Green line,Number,498173
TII03C01,Passenger Journeys,50,2022,-,All Luas lines,Number,1060205
TII03C01,Passenger Journeys,50,2022,1,Red line,Number,526929
TII03C01,Passenger Journeys,50,2022,2,Green line,Number,533275
TII03C01,Passenger Journeys,51,2022,-,All Luas lines,Number,832231
TII03C01,Passenger Journeys,51,2022,1,Red line,Number,420463
TII03C01,Passenger Journeys,51,2022,2,Green line,Number,411768
TII03C01,Passenger Journeys,52,2022,-,All Luas lines,Number,560483
TII03C01,Passenger Journeys,52,2022,1,Red line,Number,289972
TII03C01,Passenger Journeys,52,2022,2,Green line,Number,270512
TII03C01,Passenger Journeys,53,2022,-,All Luas lines,Number,
TII03C01,Passenger Journeys,53,2022,1,Red line,Number,
TII03C01,Passenger Journeys,53,2022,2,Green line,Number,
TII03C01,Passenger Journeys,1,2023,-,All Luas lines,Number,711191
TII03C01,Passenger Journeys,1,2023,1,Red line,Number,371194
TII03C01,Passenger Journeys,1,2023,2,Green line,Number,339997
TII03C01,Passenger Journeys,2,2023,-,All Luas lines,Number,828385
TII03C01,Passenger Journeys,2,2023,1,Red line,Number,430666
TII03C01,Passenger Journeys,2,2023,2,Green line,Number,397719
TII03C01,Passenger Journeys,3,2023,-,All Luas lines,Number,851892
TII03C01,Passenger Journeys,3,2023,1,Red line,Number,440142
TII03C01,Passenger Journeys,3,2023,2,Green line,Number,411750
TII03C01,Passenger Journeys,4,2023,-,All Luas lines,Number,948591
TII03C01,Passenger Journeys,4,2023,1,Red line,Number,486675
TII03C01,Passenger Journeys,4,2023,2,Green line,Number,461916
TII03C01,Passenger Journeys,5,2023,-,All Luas lines,Number,952736
TII03C01,Passenger Journeys,5,2023,1,Red line,Number,489532
TII03C01,Passenger Journeys,5,2023,2,Green line,Number,463204
TII03C01,Passenger Journeys,6,2023,-,All Luas lines,Number,957284
TII03C01,Passenger Journeys,6,2023,1,Red line,Number,497428
TII03C01,Passenger Journeys,6,2023,2,Green line,Number,459856
TII03C01,Passenger Journeys,7,2023,-,All Luas lines,Number,968927
TII03C01,Passenger Journeys,7,2023,1,Red line,Number,500579
TII03C01,Passenger Journeys,7,2023,2,Green line,Number,468348
TII03C01,Passenger Journeys,8,2023,-,All Luas lines,Number,949241
TII03C01,Passenger Journeys,8,2023,1,Red line,Number,491496
TII03C01,Passenger Journeys,8,2023,2,Green line,Number,457745
TII03C01,Passenger Journeys,9,2023,-,All Luas lines,Number,915330
TII03C01,Passenger Journeys,9,2023,1,Red line,Number,468498
TII03C01,Passenger Journeys,9,2023,2,Green line,Number,446831
TII03C01,Passenger Journeys,10,2023,-,All Luas lines,Number,887706
TII03C01,Passenger Journeys,10,2023,1,Red line,Number,479445
TII03C01,Passenger Journeys,10,2023,2,Green line,Number,408261
TII03C01,Passenger Journeys,11,2023,-,All Luas lines,Number,933919
TII03C01,Passenger Journeys,11,2023,1,Red line,Number,502781
TII03C01,Passenger Journeys,11,2023,2,Green line,Number,431138
TII03C01,Passenger Journeys,12,2023,-,All Luas lines,Number,942682
TII03C01,Passenger Journeys,12,2023,1,Red line,Number,505332
TII03C01,Passenger Journeys,12,2023,2,Green line,Number,437350
TII03C01,Passenger Journeys,13,2023,-,All Luas lines,Number,971374
TII03C01,Passenger Journeys,13,2023,1,Red line,Number,507092
TII03C01,Passenger Journeys,13,2023,2,Green line,Number,464282
TII03C01,Passenger Journeys,14,2023,-,All Luas lines,Number,894947
TII03C01,Passenger Journeys,14,2023,1,Red line,Number,482842
TII03C01,Passenger Journeys,14,2023,2,Green line,Number,412105
TII03C01,Passenger Journeys,15,2023,-,All Luas lines,Number,830253
TII03C01,Passenger Journeys,15,2023,1,Red line,Number,476106
TII03C01,Passenger Journeys,15,2023,2,Green line,Number,354148
TII03C01,Passenger Journeys,16,2023,-,All Luas lines,Number,936981
TII03C01,Passenger Journeys,16,2023,1,Red line,Number,493366
TII03C01,Passenger Journeys,16,2023,2,Green line,Number,443616
TII03C01,Passenger Journeys,17,2023,-,All Luas lines,Number,913737
TII03C01,Passenger Journeys,17,2023,1,Red line,Number,495522
TII03C01,Passenger Journeys,17,2023,2,Green line,Number,418215
TII03C01,Passenger Journeys,18,2023,-,All Luas lines,Number,885361
TII03C01,Passenger Journeys,18,2023,1,Red line,Number,483525
TII03C01,Passenger Journeys,18,2023,2,Green line,Number,401836
TII03C01,Passenger Journeys,19,2023,-,All Luas lines,Number,939287
TII03C01,Passenger Journeys,19,2023,1,Red line,Number,496075
TII03C01,Passenger Journeys,19,2023,2,Green line,Number,443212
TII03C01,Passenger Journeys,20,2023,-,All Luas lines,Number,934041
TII03C01,Passenger Journeys,20,2023,1,Red line,Number,487287
TII03C01,Passenger Journeys,20,2023,2,Green line,Number,446753
TII03C01,Passenger Journeys,21,2023,-,All Luas lines,Number,942106
TII03C01,Passenger Journeys,21,2023,1,Red line,Number,598293
TII03C01,Passenger Journeys,21,2023,2,Green line,Number,343813
TII03C01,Passenger Journeys,22,2023,-,All Luas lines,Number,712764
TII03C01,Passenger Journeys,22,2023,1,Red line,Number,383243
TII03C01,Passenger Journeys,22,2023,2,Green line,Number,329521
TII03C01,Passenger Journeys,23,2023,-,All Luas lines,Number,845530
TII03C01,Passenger Journeys,23,2023,1,Red line,Number,465542
TII03C01,Passenger Journeys,23,2023,2,Green line,Number,379988
TII03C01,Passenger Journeys,24,2023,-,All Luas lines,Number,908491
TII03C01,Passenger Journeys,24,2023,1,Red line,Number,482633
TII03C01,Passenger Journeys,24,2023,2,Green line,Number,425858
TII03C01,Passenger Journeys,25,2023,-,All Luas lines,Number,942501
TII03C01,Passenger Journeys,25,2023,1,Red line,Number,510176
TII03C01,Passenger Journeys,25,2023,2,Green line,Number,432325
TII03C01,Passenger Journeys,26,2023,-,All Luas lines,Number,965830
TII03C01,Passenger Journeys,26,2023,1,Red line,Number,525000
TII03C01,Passenger Journeys,26,2023,2,Green line,Number,440830
TII03C01,Passenger Journeys,27,2023,-,All Luas lines,Number,917233
TII03C01,Passenger Journeys,27,2023,1,Red line,Number,501656
TII03C01,Passenger Journeys,27,2023,2,Green line,Number,415577
TII03C01,Passenger Journeys,28,2023,-,All Luas lines,Number,854628
TII03C01,Passenger Journeys,28,2023,1,Red line,Number,458273
TII03C01,Passenger Journeys,28,2023,2,Green line,Number,396355
TII03C01,Passenger Journeys,29,2023,-,All Luas lines,Number,866913
TII03C01,Passenger Journeys,29,2023,1,Red line,Number,463673
TII03C01,Passenger Journeys,29,2023,2,Green line,Number,403240
TII03C01,Passenger Journeys,30,2023,-,All Luas lines,Number,898925
TII03C01,Passenger Journeys,30,2023,1,Red line,Number,490187
TII03C01,Passenger Journeys,30,2023,2,Green line,Number,408738
TII03C01,Passenger Journeys,31,2023,-,All Luas lines,Number,807150
TII03C01,Passenger Journeys,31,2023,1,Red line,Number,466708
TII03C01,Passenger Journeys,31,2023,2,Green line,Number,340441
TII03C01,Passenger Journeys,32,2023,-,All Luas lines,Number,773935
TII03C01,Passenger Journeys,32,2023,1,Red line,Number,437277
TII03C01,Passenger Journeys,32,2023,2,Green line,Number,336659
TII03C01,Passenger Journeys,33,2023,-,All Luas lines,Number,830665
TII03C01,Passenger Journeys,33,2023,1,Red line,Number,449135
TII03C01,Passenger Journeys,33,2023,2,Green line,Number,381530
TII03C01,Passenger Journeys,34,2023,-,All Luas lines,Number,900531
TII03C01,Passenger Journeys,34,2023,1,Red line,Number,495211
TII03C01,Passenger Journeys,34,2023,2,Green line,Number,405320
TII03C01,Passenger Journeys,35,2023,-,All Luas lines,Number,844129
TII03C01,Passenger Journeys,35,2023,1,Red line,Number,432251
TII03C01,Passenger Journeys,35,2023,2,Green line,Number,411878
TII03C01,Passenger Journeys,36,2023,-,All Luas lines,Number,898741
TII03C01,Passenger Journeys,36,2023,1,Red line,Number,465836
TII03C01,Passenger Journeys,36,2023,2,Green line,Number,432905
TII03C01,Passenger Journeys,37,2023,-,All Luas lines,Number,907481
TII03C01,Passenger Journeys,37,2023,1,Red line,Number,462007
TII03C01,Passenger Journeys,37,2023,2,Green line,Number,445474
TII03C01,Passenger Journeys,38,2023,-,All Luas lines,Number,1031691
TII03C01,Passenger Journeys,38,2023,1,Red line,Number,533098
TII03C01,Passenger Journeys,38,2023,2,Green line,Number,498593
TII03C01,Passenger Journeys,39,2023,-,All Luas lines,Number,1013117
TII03C01,Passenger Journeys,39,2023,1,Red line,Number,512536
TII03C01,Passenger Journeys,39,2023,2,Green line,Number,500581
TII03C01,Passenger Journeys,40,2023,-,All Luas lines,Number,1050425
TII03C01,Passenger Journeys,40,2023,1,Red line,Number,534463
TII03C01,Passenger Journeys,40,2023,2,Green line,Number,515962
TII03C01,Passenger Journeys,41,2023,-,All Luas lines,Number,1045716
TII03C01,Passenger Journeys,41,2023,1,Red line,Number,532162
TII03C01,Passenger Journeys,41,2023,2,Green line,Number,513554
TII03C01,Passenger Journeys,42,2023,-,All Luas lines,Number,1085573
TII03C01,Passenger Journeys,42,2023,1,Red line,Number,571365
TII03C01,Passenger Journeys,42,2023,2,Green line,Number,514208
TII03C01,Passenger Journeys,43,2023,-,All Luas lines,Number,1106246
TII03C01,Passenger Journeys,43,2023,1,Red line,Number,578178
TII03C01,Passenger Journeys,43,2023,2,Green line,Number,528068
TII03C01,Passenger Journeys,44,2023,-,All Luas lines,Number,949071
TII03C01,Passenger Journeys,44,2023,1,Red line,Number,502054
TII03C01,Passenger Journeys,44,2023,2,Green line,Number,447017
TII03C01,Passenger Journeys,45,2023,-,All Luas lines,Number,1080480
TII03C01,Passenger Journeys,45,2023,1,Red line,Number,557972
TII03C01,Passenger Journeys,45,2023,2,Green line,Number,522508
TII03C01,Passenger Journeys,46,2023,-,All Luas lines,Number,1009030
TII03C01,Passenger Journeys,46,2023,1,Red line,Number,528422
TII03C01,Passenger Journeys,46,2023,2,Green line,Number,480607
TII03C01,Passenger Journeys,47,2023,-,All Luas lines,Number,917300
TII03C01,Passenger Journeys,47,2023,1,Red line,Number,465137
TII03C01,Passenger Journeys,47,2023,2,Green line,Number,452163
TII03C01,Passenger Journeys,48,2023,-,All Luas lines,Number,1084541
TII03C01,Passenger Journeys,48,2023,1,Red line,Number,556742
TII03C01,Passenger Journeys,48,2023,2,Green line,Number,527799
